dataset_name,embed_size,n_layers,batch_size,decay,epochs,eval_epoch,learning_rate,top_k,create_time,result,eval_ndcg,eval_map,eval_precision,eval_recall,score
1m,512,4,4096,0.001,50,-1,0.1,20,2024-04-04_10-07-37,successful,0.0811601725525886,0.0257458357653473,0.0500331125827814,0.0932285046487107,
1m,512,4,4096,0.0001,50,-1,0.1,20,2024-04-04_10-16-30,successful,0.0584027196895136,0.0172824484887892,0.0364735099337748,0.0685793103252071,
1m,512,4,10000,0.01,50,-1,0.0025,20,2024-04-04_10-25-23,successful,0.0702007959224363,0.0205797831973006,0.0472019867549668,0.0740355712488145,
1m,512,4,10000,0.001,50,-1,0.0025,20,2024-04-04_10-31-01,successful,0.0839436579249542,0.0266728519218977,0.0520364238410596,0.0984146968309663,
1m,512,4,10000,0.0001,50,-1,0.0025,20,2024-04-04_10-36-39,successful,0.0830890627297218,0.0270502865315385,0.0496523178807947,0.1018012601764105,
1m,512,4,10000,0.01,50,-1,0.01,20,2024-04-04_10-42-20,successful,0.0701672193960369,0.0205957387946602,0.0472268211920529,0.0739683969801773,
1m,512,4,10000,0.001,50,-1,0.01,20,2024-04-04_10-47-57,successful,0.0850221319712482,0.0271847720282846,0.0523013245033112,0.1014137713141545,
1m,512,4,10000,0.0001,50,-1,0.01,20,2024-04-04_10-53-36,successful,0.0824728086828091,0.0271442392607151,0.0483029801324503,0.1032782334587947,
1m,512,4,10000,0.01,50,-1,0.1,20,2024-04-04_10-59-16,successful,0.0700270540609054,0.0204629734231409,0.0473675496688741,0.0741102829187993,
1m,512,4,10000,0.001,50,-1,0.1,20,2024-04-04_11-04-53,successful,0.0838153069414562,0.0268642769085173,0.0511920529801324,0.0990021334951286,
1m,512,4,10000,0.0001,50,-1,0.1,20,2024-04-04_11-10-32,successful,0.0631599921889671,0.0190883860716224,0.038567880794702,0.0756472604719312,
1m,512,4,50000,0.01,50,-1,0.0025,20,2024-04-04_11-16-13,successful,0.069762560905819,0.020565626048998,0.0469039735099337,0.0734494641712423,
1m,512,4,50000,0.001,50,-1,0.0025,20,2024-04-04_11-20-37,successful,0.0793458765985778,0.0242000365462977,0.0507367549668874,0.0899929211682102,
1m,512,4,50000,0.0001,50,-1,0.0025,20,2024-04-04_11-25-02,successful,0.0806523938597722,0.0253741805939287,0.0502814569536423,0.0933204600579669,
1m,512,4,50000,0.01,50,-1,0.01,20,2024-04-04_11-29-27,successful,0.069924981327073,0.020572297510747,0.0471440397350993,0.0738005071769089,
1m,512,4,50000,0.001,50,-1,0.01,20,2024-04-04_11-33-53,successful,0.0855716887326545,0.0274136990321191,0.0525331125827814,0.1012730118796511,
1m,512,4,50000,0.0001,50,-1,0.01,20,2024-04-04_11-38-19,successful,0.0850801051334151,0.0280932409061949,0.0498013245033112,0.1057163678084771,
1m,512,4,50000,0.01,50,-1,0.1,20,2024-04-04_11-42-46,successful,0.0701236945503658,0.0206040959876027,0.0472350993377483,0.0737954646281009,
1m,512,4,50000,0.001,50,-1,0.1,20,2024-04-04_11-47-16,successful,0.0848815897017367,0.0274194897375474,0.0518129139072847,0.0995580856147186,
1m,512,4,50000,0.0001,50,-1,0.1,20,2024-04-04_11-51-43,successful,0.0772391292722945,0.0252897446631228,0.0445529801324503,0.0959893320963902,
1m,1024,1,4096,0.01,50,-1,0.0025,20,2024-04-04_11-56-10,successful,0.0833585184444118,0.0266290866008278,0.051796357615894,0.095721412860925,
1m,1024,1,4096,0.001,50,-1,0.0025,20,2024-04-04_12-02-41,successful,0.0842271909779926,0.0280011294065932,0.049296357615894,0.1039151983599137,
1m,1024,1,4096,0.0001,50,-1,0.0025,20,2024-04-04_12-09-11,successful,0.0756230835929793,0.0246279639467509,0.0434023178807947,0.0952332377312285,
1m,1024,1,4096,0.01,50,-1,0.01,20,2024-04-04_12-15-42,successful,0.0827058485373143,0.0261981175892225,0.0516804635761589,0.0945575048399696,
1m,1024,1,4096,0.001,50,-1,0.01,20,2024-04-04_12-22-11,successful,0.0775612321073766,0.0250139229918089,0.0455877483443708,0.0947854144578724,
1m,1024,1,4096,0.0001,50,-1,0.01,20,2024-04-04_12-28-41,successful,0.0527962595583318,0.0148074219121247,0.0335596026490066,0.0623310153571023,
1m,1024,1,4096,0.01,50,-1,0.1,20,2024-04-04_12-35-11,successful,0.0773167183002201,0.0236551367027189,0.0493046357615894,0.0870559510142646,
1m,1024,1,4096,0.001,50,-1,0.1,20,2024-04-04_12-41-41,successful,0.0514765772745171,0.014091084901189,0.0334602649006622,0.0591321362459904,
1m,1024,1,4096,0.0001,50,-1,0.1,20,2024-04-04_12-48-11,successful,0.0507306484714554,0.0141035625255825,0.0324006622516556,0.0589869246721196,
1m,1024,1,10000,0.01,50,-1,0.0025,20,2024-04-04_12-54-42,successful,0.0831058514000871,0.0262789140316129,0.0519205298013245,0.0965993223771837,
1m,1024,1,10000,0.001,50,-1,0.0025,20,2024-04-04_12-59-33,successful,0.0846208216965413,0.0277569632687215,0.0499586092715231,0.1057469661809655,
1m,1024,1,10000,0.0001,50,-1,0.0025,20,2024-04-04_13-04-25,successful,0.0784998861570044,0.0254884342098288,0.0455298013245033,0.1002916794503046,
1m,1024,1,10000,0.01,50,-1,0.01,20,2024-04-04_13-09-17,successful,0.0824029275333109,0.0259931495956921,0.051523178807947,0.0954484018500436,
1m,1024,1,10000,0.001,50,-1,0.01,20,2024-04-04_13-14-09,successful,0.0791208305564601,0.0255331621124009,0.0469950331125827,0.0978342566002942,
1m,1024,1,10000,0.0001,50,-1,0.01,20,2024-04-04_13-19-08,successful,0.0639616806246585,0.019895875890729,0.037069536423841,0.0797082349502526,
1m,1024,1,10000,0.01,50,-1,0.1,20,2024-04-04_13-23-58,successful,0.0791095140829031,0.0244517378141794,0.0500662251655629,0.0890667552126729,
1m,1024,1,10000,0.001,50,-1,0.1,20,2024-04-04_13-28-49,successful,0.0529393685038886,0.014437960553872,0.0344039735099337,0.0623136208345641,
1m,1024,1,10000,0.0001,50,-1,0.1,20,2024-04-04_13-33-42,successful,0.0489474781909631,0.0133517658698437,0.0314403973509933,0.0573245911870962,
1m,1024,1,50000,0.01,50,-1,0.0025,20,2024-04-04_13-38-33,successful,0.0836055319040303,0.0265578499369735,0.0521523178807947,0.0962905325439663,
1m,1024,1,50000,0.001,50,-1,0.0025,20,2024-04-04_13-43-08,successful,0.0861150858363907,0.0283655639681855,0.0507036423841059,0.1071536555594986,
1m,1024,1,50000,0.0001,50,-1,0.0025,20,2024-04-04_13-47-42,successful,0.0844397551671933,0.0276130079021252,0.0496109271523178,0.107214910463417,
1m,1024,1,50000,0.01,50,-1,0.01,20,2024-04-04_13-52-17,successful,0.0822775029165546,0.026274017587586,0.0512748344370861,0.093549065255078,
1m,1024,1,50000,0.001,50,-1,0.01,20,2024-04-04_13-56-52,successful,0.0834415725498205,0.0271834861081137,0.0493625827814569,0.1037357972712757,
1m,1024,1,50000,0.0001,50,-1,0.01,20,2024-04-04_14-01-28,successful,0.0765505581603757,0.0244663030804665,0.0445115894039735,0.0977910721052044,
1m,1024,1,50000,0.01,50,-1,0.1,20,2024-04-04_14-06-04,successful,0.0802705683122106,0.0249532595145654,0.0507201986754966,0.0918406766995158,
1m,1024,1,50000,0.001,50,-1,0.1,20,2024-04-04_14-10-40,successful,0.0750417977077052,0.0242144060586912,0.044478476821192,0.0908445129201853,
1m,1024,1,50000,0.0001,50,-1,0.1,20,2024-04-04_14-15-17,successful,0.053154495262333,0.015280152454884,0.033137417218543,0.0629677859427854,
1m,1024,2,4096,0.01,50,-1,0.0025,20,2024-04-04_14-19-53,successful,0.0791609929238421,0.0240629883365385,0.0514983443708609,0.0879639717772506,
1m,1024,2,4096,0.001,50,-1,0.0025,20,2024-04-04_14-29-00,successful,0.0861507027627896,0.0286132056895077,0.0508774834437086,0.1044770085591246,
1m,1024,2,4096,0.0001,50,-1,0.0025,20,2024-04-04_14-38-08,successful,0.0804681973165327,0.0265089717560936,0.0466307947019867,0.1001362813286074,
1m,1024,2,4096,0.01,50,-1,0.01,20,2024-04-04_14-47-17,successful,0.078269550754243,0.0237283589676291,0.0510182119205298,0.0867358999867943,
1m,1024,2,4096,0.001,50,-1,0.01,20,2024-04-04_14-56-24,successful,0.0842193330302149,0.0278730275573838,0.0497847682119205,0.1006609103117001,
1m,1024,2,4096,0.0001,50,-1,0.01,20,2024-04-04_15-05-32,successful,0.0702682060463922,0.0223281449728972,0.0410099337748344,0.088342851406063,
1m,1024,2,4096,0.01,50,-1,0.1,20,2024-04-04_15-14-40,successful,0.0762203707785171,0.0228728761580498,0.049933774834437,0.0842068648418274,
1m,1024,2,4096,0.001,50,-1,0.1,20,2024-04-04_15-23-49,successful,0.0549983461268172,0.0158835326310134,0.034933774834437,0.0624318470674828,
1m,1024,2,4096,0.0001,50,-1,0.1,20,2024-04-04_15-32-59,successful,0.053243555284755,0.0152905596597683,0.0337003311258278,0.0618829380601417,
1m,1024,2,10000,0.01,50,-1,0.0025,20,2024-04-04_15-42-07,successful,0.0785958159613543,0.0238517642980405,0.0509933774834437,0.087801008675925,
1m,1024,2,10000,0.001,50,-1,0.0025,20,2024-04-04_15-47-58,successful,0.0855967573588689,0.0281225326179492,0.0511506622516556,0.105259289150375,
1m,1024,2,10000,0.0001,50,-1,0.0025,20,2024-04-04_15-53-48,successful,0.0819096802173794,0.0269072084103724,0.0477980132450331,0.1030592387539827,
1m,1024,2,10000,0.01,50,-1,0.01,20,2024-04-04_15-59-52,successful,0.0783646705922007,0.0237578391512465,0.05091059602649,0.0874401794898774,
1m,1024,2,10000,0.001,50,-1,0.01,20,2024-04-04_16-06-08,successful,0.0845818453471828,0.0277112577865542,0.0504387417218543,0.1040693201538688,
1m,1024,2,10000,0.0001,50,-1,0.01,20,2024-04-04_16-12-24,successful,0.0739391639031173,0.0237301163186082,0.0430215231788079,0.0935846821319604,
1m,1024,2,10000,0.01,50,-1,0.1,20,2024-04-04_16-18-39,successful,0.0776960816828292,0.0234984504562777,0.0505794701986754,0.0859727894960045,
1m,1024,2,10000,0.001,50,-1,0.1,20,2024-04-04_16-24-54,successful,0.0695294371392723,0.0211983565281824,0.0424006622516556,0.0830101481418306,
1m,1024,2,10000,0.0001,50,-1,0.1,20,2024-04-04_16-31-09,successful,0.0527827634739982,0.015031952151214,0.0333029801324503,0.0625198702043379,
1m,1024,2,50000,0.01,50,-1,0.0025,20,2024-04-04_16-37-24,successful,0.0791987752383035,0.0240226473517385,0.0513741721854304,0.0885491161392962,
1m,1024,2,50000,0.001,50,-1,0.0025,20,2024-04-04_16-42-36,successful,0.0859388567801887,0.0280863328544743,0.0515149006622516,0.1046119351812949,
1m,1024,2,50000,0.0001,50,-1,0.0025,20,2024-04-04_16-47-50,successful,0.0845072652909727,0.0279365458245423,0.0496523178807946,0.1046820174490064,
1m,1024,2,50000,0.01,50,-1,0.01,20,2024-04-04_16-52-59,successful,0.0785569379516463,0.0237513626629968,0.0511672185430463,0.0877663343568962,
1m,1024,2,50000,0.001,50,-1,0.01,20,2024-04-04_16-58-10,successful,0.0862945825730845,0.0284781955178075,0.0509354304635761,0.1063771533914566,
1m,1024,2,50000,0.0001,50,-1,0.01,20,2024-04-04_17-03-20,successful,0.0817811628807347,0.0266894153845914,0.0475579470198675,0.1041898347947729,
1m,1024,2,50000,0.01,50,-1,0.1,20,2024-04-04_17-08-32,successful,0.0778999028333199,0.0234738109131603,0.0508774834437086,0.0867028772239549,
1m,1024,2,50000,0.001,50,-1,0.1,20,2024-04-04_17-13-47,successful,0.0802940589181342,0.0257597437333554,0.04841059602649,0.0982420332291764,
1m,1024,2,50000,0.0001,50,-1,0.1,20,2024-04-04_17-18-58,successful,0.0538022290919914,0.0157889046361112,0.0330380794701986,0.063644805587306,
1m,1024,3,4096,0.01,50,-1,0.0025,20,2024-04-04_17-24-11,successful,0.0744875253333919,0.0222494603039035,0.0493377483443708,0.0806791428139253,
1m,1024,3,4096,0.001,50,-1,0.0025,20,2024-04-04_17-36-19,successful,0.0865453225595168,0.0284012096157309,0.0519205298013245,0.1033168223254694,
1m,1024,3,4096,0.0001,50,-1,0.0025,20,2024-04-04_17-48-23,successful,0.0842125764950782,0.0279490387100468,0.0491390728476821,0.1049112673856996,
1m,1024,3,4096,0.01,50,-1,0.01,20,2024-04-04_18-00-29,successful,0.0741986475468476,0.0221675289530905,0.0492218543046357,0.0801866701294119,
1m,1024,3,4096,0.001,50,-1,0.01,20,2024-04-04_18-12-32,successful,0.0858105288152488,0.0281004896363246,0.0518294701986755,0.1012678074244037,
1m,1024,3,4096,0.0001,50,-1,0.01,20,2024-04-04_18-24-38,successful,0.0776017416222345,0.0255405947502935,0.0449834437086092,0.0967681421678747,
1m,1024,3,4096,0.01,50,-1,0.1,20,2024-04-04_18-36-44,successful,0.0736025451041294,0.0219029063768468,0.0490397350993377,0.0791257396519182,
1m,1024,3,4096,0.001,50,-1,0.1,20,2024-04-04_18-48-47,successful,0.054529164840476,0.0149465951809741,0.0356208609271523,0.0627306025127149,
1m,1024,3,4096,0.0001,50,-1,0.1,20,2024-04-04_19-00-51,successful,0.055293459833776,0.015687297239761,0.0350496688741721,0.0651390694305298,
1m,1024,3,10000,0.01,50,-1,0.0025,20,2024-04-04_19-12-53,successful,0.0746972977516884,0.0224108328332114,0.0494536423841059,0.0801761535344711,
1m,1024,3,10000,0.001,50,-1,0.0025,20,2024-04-04_19-20-06,successful,0.085736418393143,0.0279517606115731,0.051614238410596,0.1034913112510231,
1m,1024,3,10000,0.0001,50,-1,0.0025,20,2024-04-04_19-27-19,successful,0.0833979538250163,0.0273529442640655,0.0490811258278145,0.1045689353183423,
1m,1024,3,10000,0.01,50,-1,0.01,20,2024-04-04_19-34-35,successful,0.0742350675016706,0.0220990630518899,0.0494205298013245,0.0798914255141492,
1m,1024,3,10000,0.001,50,-1,0.01,20,2024-04-04_19-41-49,successful,0.0855843940467936,0.0278041484980978,0.0516804635761589,0.1032688682035305,
1m,1024,3,10000,0.0001,50,-1,0.01,20,2024-04-04_19-49-03,successful,0.0783556200334681,0.025189425247033,0.0461092715231788,0.0982592690094829,
1m,1024,3,10000,0.01,50,-1,0.1,20,2024-04-04_19-56-16,successful,0.0738755780117487,0.0221019518221423,0.0490149006622516,0.0787887275101154,
1m,1024,3,10000,0.001,50,-1,0.1,20,2024-04-04_20-03-27,successful,0.0780279858612717,0.0244444943626533,0.0476572847682119,0.0926413272366964,
1m,1024,3,10000,0.0001,50,-1,0.1,20,2024-04-04_20-10-46,successful,0.053984309438913,0.0150930607011113,0.0346274834437086,0.0637361019606642,
1m,1024,3,50000,0.01,50,-1,0.0025,20,2024-04-04_20-18-10,successful,0.0739230333047634,0.0220646042762163,0.0489486754966887,0.079041476236065,
1m,1024,3,50000,0.001,50,-1,0.0025,20,2024-04-04_20-23-18,successful,0.0848489543388801,0.026937728195056,0.052342715231788,0.1001775311339792,
1m,1024,3,50000,0.0001,50,-1,0.0025,20,2024-04-04_20-28-27,successful,0.0838349675330268,0.02726412904103,0.0501490066225165,0.1019731908834983,
1m,1024,3,50000,0.01,50,-1,0.01,20,2024-04-04_20-33-36,successful,0.0739050482781862,0.0221698758331403,0.0487665562913907,0.0790916553755091,
1m,1024,3,50000,0.001,50,-1,0.01,20,2024-04-04_20-38-42,successful,0.0861896360284954,0.0282097726214676,0.0514652317880794,0.1045395358651242,
1m,1024,3,50000,0.0001,50,-1,0.01,20,2024-04-04_20-43-50,successful,0.084526051339177,0.0275785646106841,0.0496357615894039,0.1075032903697547,
1m,1024,3,50000,0.01,50,-1,0.1,20,2024-04-04_20-48-58,successful,0.0738806164229815,0.0221277074024515,0.0488576158940397,0.0792462524584393,
1m,1024,3,50000,0.001,50,-1,0.1,20,2024-04-04_20-54-03,successful,0.0839417289621619,0.0270282595684168,0.0507864238410596,0.1014862944817938,
1m,1024,3,50000,0.0001,50,-1,0.1,20,2024-04-04_20-59-06,successful,0.062070278141598,0.0191844470641902,0.0369205298013245,0.0779045598980231,
1m,1024,4,4096,0.01,50,-1,0.0025,20,2024-04-04_21-04-09,successful,0.0704631553132174,0.0206821717695489,0.0475496688741721,0.0745064714363071,
1m,1024,4,4096,0.001,50,-1,0.0025,20,2024-04-04_21-18-44,successful,0.0856615059405115,0.0277442400726298,0.0523178807947019,0.1006871228651731,
1m,1024,4,4096,0.0001,50,-1,0.0025,20,2024-04-04_21-33-24,successful,0.085814524573044,0.0287999815509764,0.0499586092715231,0.1055569612951195,
1m,1024,4,4096,0.01,50,-1,0.01,20,2024-04-04_21-48-01,successful,0.0703618841955076,0.0206868329899256,0.0474503311258278,0.0744875246474603,
1m,1024,4,4096,0.001,50,-1,0.01,20,2024-04-04_22-02-35,successful,0.0855254613347456,0.0275809923590479,0.0524172185430463,0.1004390911850168,
1m,1024,4,4096,0.0001,50,-1,0.01,20,2024-04-04_22-17-10,successful,0.0811262317500142,0.0270684740359238,0.0471357615894039,0.1005467537636479,
1m,1024,4,4096,0.01,50,-1,0.1,20,2024-04-04_22-31-48,successful,0.0706197161063302,0.0207138023645027,0.0475993377483443,0.075017625840757,
1m,1024,4,4096,0.001,50,-1,0.1,20,2024-04-04_22-46-25,successful,0.0789072986488795,0.0244064700911455,0.0490562913907284,0.0912474750793347,
1m,1024,4,4096,0.0001,50,-1,0.1,20,2024-04-04_23-01-02,successful,0.0547593389709403,0.0151921219959112,0.0354221854304635,0.0650263000960364,
1m,1024,4,10000,0.01,50,-1,0.0025,20,2024-04-04_23-15-42,successful,0.0702891471031489,0.0205947069123078,0.047317880794702,0.0742040117896506,
1m,1024,4,10000,0.001,50,-1,0.0025,20,2024-04-04_23-23-59,successful,0.0850432013352932,0.0273412299298959,0.0523261589403973,0.1003385339622895,
1m,1024,4,10000,0.0001,50,-1,0.0025,20,2024-04-04_23-32-17,successful,0.0832712648926704,0.0272418241149437,0.0492798013245033,0.1024667435456832,
1m,1024,4,10000,0.01,50,-1,0.01,20,2024-04-04_23-40-38,successful,0.0701253446961727,0.0205689940002041,0.0472019867549668,0.0740747385944115,
1m,1024,4,10000,0.001,50,-1,0.01,20,2024-04-04_23-48-56,successful,0.0853232698728596,0.0271993047207472,0.0524420529801324,0.1024435243429312,
1m,1024,4,10000,0.0001,50,-1,0.01,20,2024-04-04_23-57-15,successful,0.0815720620914237,0.0264167637086222,0.0481456953642384,0.1021213409786231,
1m,1024,4,10000,0.01,50,-1,0.1,20,2024-04-05_00-05-33,successful,0.0701072252876407,0.0205586774505711,0.0473261589403973,0.0738940191581195,
1m,1024,4,10000,0.001,50,-1,0.1,20,2024-04-05_00-13-51,successful,0.0828425384780583,0.026300273988389,0.0509437086092715,0.0969747366571159,
1m,1024,4,10000,0.0001,50,-1,0.1,20,2024-04-05_00-21-52,successful,0.0565090110415119,0.0165109983073081,0.0354139072847682,0.0666726113863466,
1m,1024,4,50000,0.01,50,-1,0.0025,20,2024-04-05_00-29-49,successful,0.0698691765364671,0.0205875027647547,0.0470447019867549,0.0735739073379824,
1m,1024,4,50000,0.001,50,-1,0.0025,20,2024-04-05_00-34-28,successful,0.08206035977958,0.0255145368476877,0.0517798013245033,0.0936345552711613,
1m,1024,4,50000,0.0001,50,-1,0.0025,20,2024-04-05_00-39-06,successful,0.0834943573009471,0.0268951027521414,0.0508526490066225,0.0993431739909179,
1m,1024,4,50000,0.01,50,-1,0.01,20,2024-04-05_00-43-43,successful,0.0701693236390426,0.0206975667075322,0.04716059602649,0.0739549738047402,
1m,1024,4,50000,0.001,50,-1,0.01,20,2024-04-05_00-48-20,successful,0.0860898341291579,0.0278858409547446,0.0523923841059602,0.1019397667262255,
1m,1024,4,50000,0.0001,50,-1,0.01,20,2024-04-05_00-52-58,successful,0.0859106357690469,0.0283780389842749,0.0501655629139072,0.1074550667224852,
1m,1024,4,50000,0.01,50,-1,0.1,20,2024-04-05_00-57-37,successful,0.0700597566385993,0.0206388771202959,0.0470943708609271,0.0734940244637959,
1m,1024,4,50000,0.001,50,-1,0.1,20,2024-04-05_01-02-21,successful,0.084361855831249,0.0271182902517625,0.0516887417218543,0.0990973730020971,
1m,1024,4,50000,0.0001,50,-1,0.1,20,2024-04-05_01-06-59,successful,0.0743920386406737,0.0239086007879002,0.0435430463576159,0.0925972823472497,
1m,64,1,64,0.0,50,-1,1e-05,20,2024-04-05_01-36-55,successful,0.0634672681690032,0.0180756600859774,0.0436258278145695,0.0668564690328833,
1m,64,1,1024,0.0,50,-1,1e-05,20,2024-04-05_02-02-17,successful,0.0634718031389335,0.0183220815380792,0.0434023178807947,0.0663091275692797,
1m,64,2,64,0.0,50,-1,1e-05,20,2024-04-05_02-09-42,successful,0.0628130158523905,0.0178436132584964,0.0431043046357615,0.066071270099741,
1m,64,2,1024,0.0,50,-1,1e-05,20,2024-04-05_02-42-07,successful,0.0637019244282671,0.0183661057947591,0.0434933774834437,0.0665655086726206,
1m,64,3,64,0.0,50,-1,1e-05,20,2024-04-05_02-49-45,successful,0.0627875341868689,0.017887495607338,0.0431208609271523,0.066108492784894,
1m,64,3,1024,0.0,50,-1,1e-05,20,2024-04-05_03-29-33,successful,0.0639876904087491,0.0184245657741837,0.0438576158940397,0.0669142253852306,
1m,64,4,64,0.0,50,-1,1e-05,20,2024-04-05_03-37-11,successful,0.0628345966194195,0.0179064253508962,0.043137417218543,0.0659953271851055,
1m,64,4,1024,0.0,50,-1,1e-05,20,2024-04-05_04-24-22,successful,0.0643529988409685,0.0186012864701732,0.0440811258278145,0.0670060493175694,
1m,512,1,64,0.0,50,-1,1e-05,20,2024-04-05_04-32-22,successful,0.0735865733355003,0.0224423460452151,0.0470778145695364,0.080940683305047,
1m,512,1,1024,0.0,50,-1,1e-05,20,2024-04-05_06-16-35,successful,0.0637457954097283,0.0181732168263333,0.0438327814569536,0.0670561831038978,
1m,512,2,64,0.0,50,-1,1e-05,20,2024-04-05_06-26-18,successful,0.0712913154631144,0.021257246751127,0.0469536423841059,0.0767647156388655,
1m,512,2,1024,0.0,50,-1,1e-05,20,2024-04-05_09-26-46,successful,0.0629991335146834,0.0179478535342106,0.043319536423841,0.0662947929252823,
1m,512,3,64,0.0,50,-1,1e-05,20,2024-04-05_09-41-22,successful,0.067356109852955,0.0192607291052229,0.0461341059602649,0.0711163262712038,
1m,512,3,1024,0.0,50,-1,1e-05,20,2024-04-05_14-00-38,successful,0.0629605387610152,0.0179557982305881,0.0431953642384106,0.0662417382350243,
1m,512,4,64,0.0,50,-1,1e-05,20,2024-04-05_14-20-20,successful,0.06439787948352,0.0183093221601596,0.0443708609271523,0.0672837980650728,
1m,512,4,1024,0.0,50,-1,1e-05,20,2024-04-05_20-00-40,successful,0.0629764786446726,0.0179474365663193,0.0431870860927152,0.0661923606083318,
1m,1024,1,64,0.0,50,-1,1e-05,20,2024-04-05_20-25-35,successful,0.0761487840373175,0.0235345400676204,0.0481208609271523,0.0857080688035303,
1m,1024,1,1024,0.0,50,-1,1e-05,20,2024-04-05_23-37-38,successful,0.0660662708231861,0.0189519957831062,0.0452980132450331,0.0693568750468709,
1m,1024,2,64,0.0,50,-1,1e-05,20,2024-04-05_23-52-57,successful,0.0733983811888166,0.0223865387050883,0.0468543046357615,0.0815795940061744,
1m,1024,2,1024,0.0,50,-1,1e-05,20,2024-04-06_05-50-41,successful,0.0631986906552314,0.0180011364172258,0.0434602649006622,0.066394213421431,
1m,1024,3,64,0.0,50,-1,1e-05,20,2024-04-06_06-16-26,successful,0.0710656546042846,0.0214416313819728,0.0464072847682119,0.0766230275723629,
1m,1024,3,1024,0.0,50,-1,1e-05,20,2024-04-06_14-56-47,successful,0.0630477121464477,0.0179683679071642,0.0433112582781457,0.0664532342250418,
1m,1024,4,64,0.0,50,-1,1e-05,20,2024-04-06_15-32-45,successful,0.0697730350265255,0.0204629083685842,0.0464238410596026,0.0748418434361465,
1m,1024,4,1024,0.0,50,-1,1e-05,20,2024-04-07_02-57-47,successful,0.0629594643470432,0.0179300747081558,0.043228476821192,0.0662954889704513,
1m,512,2,50000,0.001,100,-1,0.01,20,2024-04-07_12-30-44,successful,0.086742605001716,0.0285813450098575,0.0512996688741722,0.1062013621118383,
1m,128,2,50000,0.001,100,-1,0.01,20,2024-04-07_12-45-13,successful,0.0857967235604738,0.0282267160708584,0.0508360927152317,0.1048935190001449,
1m,1024,0,50000,0.001,50,-1,0.0025,20,2024-04-07_13-59-49,successful,0.0832106321186334,0.0268983126928719,0.0492218543046357,0.1059803045267996,
1m,1024,1,50000,0.0001,100,-1,0.0025,20,2024-04-07_14-22-52,successful,0.08301283420604809,0.026985169522656505,0.04817052980132451,0.10701525864965819,
